"snapshot_timestamp","weight_before","weight_after","water_amount_g","job","id_tag","snapshot_id","measurement_label"
"2019-07-12 10:12:12-07","211.867","231.466","20","watering","D2","3970700","GoldStandard2_water"
"2019-07-12 10:10:18-07","180.2","199.433","20","watering","D3","3970800","GoldStandard2_water"
"2019-07-12 10:14:10-07","204.833","224.333","20","watering","D4","3970900","GoldStandard2_water"
"2019-07-12 10:19:57-07","199.5","219","20","watering","D5","3971000","GoldStandard2_water"
"2019-07-12 09:55:52-07","176.4","195.6","20","watering","D6","3971100","GoldStandard2_water"
"2019-07-12 09:59:52-07","174.267","193.869","20","watering","D7","3971200","GoldStandard2_water"
"2019-07-12 10:06:32-07","206.5","226.099","20","watering","E1","3971300","GoldStandard2_water"
"2019-07-12 09:51:03-07","197.1","216.201","20","watering","E2","3971400","GoldStandard2_water"
"2019-07-12 09:48:09-07","183.8","203.201","20","watering","E3","3971500","GoldStandard2_water"
"2019-07-12 10:11:13-07","183.1","202.801","20","watering","E4","3971600","GoldStandard2_water"
"2019-07-12 10:09:21-07","204","223.899","20","watering","E5","3971700","GoldStandard2_water"
"2019-07-12 10:04:42-07","204.233","224","20","watering","E6","3971800","GoldStandard2_water"
"2019-07-12 09:47:12-07","195","214.599","20","watering","E7","3971900","GoldStandard2_water"
"2019-07-12 10:13:12-07","206.6","226.601","20","watering","F1","3972000","GoldStandard2_water"
"2019-07-12 09:53:57-07","194.2","213.901","20","watering","F2","3972100","GoldStandard2_water"
"2019-07-12 10:02:46-07","181.3","200.599","20","watering","F3","3972200","GoldStandard2_water"
"2019-07-12 09:57:54-07","212.4","231.498","20","watering","F4","3972300","GoldStandard2_water"
"2019-07-12 10:16:08-07","176.5","195.601","20","watering","F5","3972400","GoldStandard2_water"
"2019-07-12 09:46:14-07","214.4","233.768","20","watering","F6","3972500","GoldStandard2_water"
"2019-07-12 10:19:00-07","184.5","204.099","20","watering","F7","3972600","GoldStandard2_water"
"2019-07-15 08:41:14-07","161.2","181.399","20","watering","A1","3972700","GoldStandard2_water"
"2019-07-15 08:42:11-07","160.933","180.232","20","watering","A2","3972800","GoldStandard2_water"
"2019-07-15 08:20:45-07","162.4","181.798","20","watering","A3","3972900","GoldStandard2_water"
"2019-07-15 08:31:29-07","159.633","178.734","20","watering","A4","3973000","GoldStandard2_water"
"2019-07-15 08:28:34-07","166.133","185.834","20","watering","A5","3973100","GoldStandard2_water"
"2019-07-15 08:37:21-07","160.3","179.899","20","watering","A6","3973200","GoldStandard2_water"
"2019-07-15 08:56:25-07","164.4","184.002","20","watering","A7","3973300","GoldStandard2_water"
"2019-07-15 08:48:48-07","166.2","186.099","20","watering","B2","3973500","GoldStandard2_water"
"2019-07-15 08:33:23-07","158.667","178.866","20","watering","B3","3973600","GoldStandard2_water"
"2019-07-15 08:27:37-07","156.667","176.065","20","watering","B4","3973700","GoldStandard2_water"
"2019-07-15 08:17:48-07","167.5","187.399","20","watering","B5","3973800","GoldStandard2_water"
"2019-07-15 08:30:32-07","161.5","181.801","20","watering","B6","3973900","GoldStandard2_water"
"2019-07-15 08:46:55-07","158.1","178.098","20","watering","B7","3974000","GoldStandard2_water"
"2019-07-15 08:54:30-07","156.1","175.6","20","watering","C1","3974100","GoldStandard2_water"
"2019-07-15 08:40:16-07","165.867","185.667","20","watering","C3","3974300","GoldStandard2_water"
"2019-07-15 08:53:31-07","163.7","183.599","20","watering","C4","3974400","GoldStandard2_water"
"2019-07-15 08:57:19-07","167.2","186.799","20","watering","C5","3974500","GoldStandard2_water"
"2019-07-15 08:38:21-07","153.433","172.768","20","watering","C6","3974600","GoldStandard2_water"
"2019-07-15 08:45:01-07","157.2","176.799","20","watering","C7","3974700","GoldStandard2_water"
"2019-07-15 08:25:40-07","163.5","182.799","20","watering","D2","3974900","GoldStandard2_water"
"2019-07-15 08:32:27-07","164.8","184.9","20","watering","C2","3974200","GoldStandard2_water"
"2019-07-15 08:47:53-07","152.467","172.168","20","watering","B1","3973400","GoldStandard2_water"
"2019-07-15 08:52:31-07","163.4","183.5","20","watering","D1","3974800","GoldStandard2_water"
"2019-07-15 08:36:26-07","157.7","176.9","20","watering","D3","3975000","GoldStandard2_water"
"2019-07-15 08:24:43-07","163.2","182.499","20","watering","D4","3975100","GoldStandard2_water"
"2019-07-15 08:43:05-07","168.633","188.433","20","watering","D5","3975200","GoldStandard2_water"
"2019-07-15 08:45:57-07","156.4","175.699","20","watering","D6","3975300","GoldStandard2_water"
"2019-07-15 08:18:47-07","160.433","180.131","20","watering","D7","3975400","GoldStandard2_water"
"2019-07-15 08:26:38-07","161.1","180.934","20","watering","E1","3975500","GoldStandard2_water"
"2019-07-15 08:49:43-07","161.9","181.502","20","watering","E2","3975600","GoldStandard2_water"
"2019-07-15 08:19:46-07","156.6","176.066","20","watering","E4","3975800","GoldStandard2_water"
"2019-07-15 08:29:31-07","159","178.665","20","watering","E5","3975900","GoldStandard2_water"
"2019-07-15 08:44:01-07","161.9","181.4","20","watering","E6","3976000","GoldStandard2_water"
"2019-07-15 08:35:30-07","167.067","186.867","20","watering","E7","3976100","GoldStandard2_water"
"2019-07-15 08:50:38-07","169.8","189.3","20","watering","F1","3976200","GoldStandard2_water"
"2019-07-15 08:22:41-07","161.667","181.167","20","watering","F2","3976300","GoldStandard2_water"
"2019-07-15 08:51:35-07","155.7","175.698","20","watering","F3","3976400","GoldStandard2_water"
"2019-07-15 08:23:44-07","171.1","189.901","20","watering","F4","3976500","GoldStandard2_water"
"2019-07-15 08:21:42-07","154.8","174.532","20","watering","F5","3976600","GoldStandard2_water"
"2019-07-15 08:39:22-07","178.767","198.966","20","watering","F6","3976700","GoldStandard2_water"
"2019-07-15 08:34:26-07","163.4","183.302","20","watering","F7","3976800","GoldStandard2_water"
"2019-07-15 08:55:29-07","163.7","183.2","20","watering","E3","3975700","GoldStandard2_water"
"2019-07-22 10:40:11-07","137.7","162.9","25","watering","A1","4032200","GoldStandard2_water"
"2019-07-22 10:13:26-07","134.3","158.866","25","watering","A2","4032300","GoldStandard2_water"
"2019-07-22 10:03:17-07","134.7","159.3","25","watering","A3","4032400","GoldStandard2_water"
"2019-07-22 10:18:36-07","135","159.934","25","watering","A4","4032500","GoldStandard2_water"
"2019-07-22 10:08:24-07","138.1","162.733","25","watering","A5","4032600","GoldStandard2_water"
"2019-07-22 10:27:30-07","138.567","162.465","25","watering","A6","4032700","GoldStandard2_water"
"2019-07-22 10:16:33-07","132.8","157.366","25","watering","A7","4032800","GoldStandard2_water"
"2019-07-22 10:35:19-07","132","156.699","25","watering","B1","4032900","GoldStandard2_water"
"2019-07-22 10:06:18-07","140.133","164.3","25","watering","B2","4033000","GoldStandard2_water"
"2019-07-22 10:31:28-07","133.8","158.598","25","watering","B3","4033100","GoldStandard2_water"
"2019-07-22 10:41:10-07","132","156.3","25","watering","B4","4033200","GoldStandard2_water"
"2019-07-22 10:07:21-07","141.4","166.102","25","watering","B5","4033300","GoldStandard2_water"
"2019-07-22 10:32:26-07","137.2","161.899","25","watering","B6","4033400","GoldStandard2_water"
"2019-07-22 10:23:34-07","130.933","155.335","25","watering","B7","4033500","GoldStandard2_water"
"2019-07-22 10:21:34-07","132.733","157.401","25","watering","C1","4033600","GoldStandard2_water"
"2019-07-22 10:28:29-07","141.633","165.933","25","watering","C2","4033700","GoldStandard2_water"
"2019-07-22 10:01:13-07","134.867","159.733","25","watering","C3","4033800","GoldStandard2_water"
"2019-07-22 10:25:33-07","142.7","167.501","25","watering","C4","4033900","GoldStandard2_water"
"2019-07-22 10:38:11-07","131.867","156.266","25","watering","C5","4034000","GoldStandard2_water"
"2019-07-22 10:04:18-07","132.6","156.999","25","watering","C6","4034100","GoldStandard2_water"
"2019-07-22 10:42:06-07","136.1","160.535","25","watering","C7","4034200","GoldStandard2_water"
"2019-07-22 10:24:32-07","133.367","158.165","25","watering","D1","4034300","GoldStandard2_water"
"2019-07-22 10:37:14-07","135.1","159.901","25","watering","D2","4034400","GoldStandard2_water"
"2019-07-22 10:02:18-07","132.033","156.933","25","watering","D3","4034500","GoldStandard2_water"
"2019-07-22 10:22:35-07","135.433","159.733","25","watering","D4","4034600","GoldStandard2_water"
"2019-07-22 10:34:22-07","140.6","165.401","25","watering","D5","4034700","GoldStandard2_water"
"2019-07-22 10:10:22-07","129.9","154.5","25","watering","D6","4034800","GoldStandard2_water"
"2019-07-22 10:11:25-07","139.6","164.365","25","watering","D7","4034900","GoldStandard2_water"
"2019-07-22 10:05:18-07","137.2","162.001","25","watering","E1","4035000","GoldStandard2_water"
"2019-07-22 10:19:35-07","135.6","160.332","25","watering","E2","4035100","GoldStandard2_water"
"2019-07-22 10:36:17-07","134","158.6","25","watering","E3","4035200","GoldStandard2_water"
"2019-07-22 10:15:30-07","134.5","159.301","25","watering","E4","4035300","GoldStandard2_water"
"2019-07-22 10:17:36-07","133.2","158.1","25","watering","E5","4035400","GoldStandard2_water"
"2019-07-22 10:33:24-07","136.9","161.8","25","watering","E6","4035500","GoldStandard2_water"
"2019-07-22 10:12:25-07","133.067","157.901","25","watering","E7","4035600","GoldStandard2_water"
"2019-07-22 10:09:24-07","135.667","160.366","25","watering","F1","4035700","GoldStandard2_water"
"2019-07-22 10:26:32-07","137.9","162.701","25","watering","F2","4035800","GoldStandard2_water"
"2019-07-22 10:29:28-07","132.267","156.768","25","watering","F3","4035900","GoldStandard2_water"
"2019-07-22 10:14:27-07","137.5","161.902","25","watering","F4","4036000","GoldStandard2_water"
"2019-07-22 10:39:08-07","134.1","158.7","25","watering","F5","4036100","GoldStandard2_water"
"2019-07-22 10:20:34-07","133.533","158.232","25","watering","F6","4036200","GoldStandard2_water"
"2019-07-22 10:30:27-07","138.8","163.1","25","watering","F7","4036300","GoldStandard2_water"
"2019-07-25 08:39:30-07","144.133","169.101","25","watering","A1","4083900","GoldStandard2_water"
"2019-07-25 08:12:43-07","144.6","169.398","25","watering","A2","4084000","GoldStandard2_water"
"2019-07-25 08:02:40-07","145.4","170.334","25","watering","A3","4084100","GoldStandard2_water"
"2019-07-25 08:17:35-07","144.5","169.4","25","watering","A4","4084200","GoldStandard2_water"
"2019-07-25 08:07:43-07","146.8","171.634","25","watering","A5","4084300","GoldStandard2_water"
"2019-07-25 08:26:38-07","146.5","171.499","25","watering","A6","4084400","GoldStandard2_water"
"2019-07-25 08:15:36-07","142.433","167.198","25","watering","A7","4084500","GoldStandard2_water"
"2019-07-25 08:34:37-07","141.7","166.501","25","watering","B1","4084600","GoldStandard2_water"
"2019-07-25 08:05:47-07","148.233","172.431","25","watering","B2","4084700","GoldStandard2_water"
"2019-07-25 08:30:33-07","141.6","166.698","25","watering","B3","4084800","GoldStandard2_water"
"2019-07-25 08:40:30-07","139.4","163.934","25","watering","B4","4084900","GoldStandard2_water"
"2019-07-25 08:06:46-07","150.067","174.601","25","watering","B5","4085000","GoldStandard2_water"
"2019-07-25 08:31:32-07","144.6","169.266","25","watering","B6","4085100","GoldStandard2_water"
"2019-07-25 08:22:31-07","139.6","164.434","25","watering","B7","4085200","GoldStandard2_water"
"2019-07-25 08:20:33-07","141.433","165.733","25","watering","C1","4085300","GoldStandard2_water"
"2019-07-25 08:27:35-07","148.367","173.434","25","watering","C2","4085400","GoldStandard2_water"
"2019-07-25 08:00:42-07","145.3","170.101","25","watering","C3","4085500","GoldStandard2_water"
"2019-07-25 08:24:31-07","151.7","176.501","25","watering","C4","4085600","GoldStandard2_water"
"2019-07-25 08:37:30-07","143.3","168.101","25","watering","C5","4085700","GoldStandard2_water"
"2019-07-25 08:03:44-07","143.733","168.033","25","watering","C6","4085800","GoldStandard2_water"
"2019-07-25 08:41:31-07","143.333","167.534","25","watering","C7","4085900","GoldStandard2_water"
"2019-07-25 08:23:32-07","141.7","166.501","25","watering","D1","4086000","GoldStandard2_water"
"2019-07-25 08:36:31-07","146.6","171.002","25","watering","D2","4086100","GoldStandard2_water"
"2019-07-25 08:01:41-07","144.6","169.899","25","watering","D3","4086200","GoldStandard2_water"
"2019-07-25 08:21:29-07","145.133","170.135","25","watering","D4","4086300","GoldStandard2_water"
"2019-07-25 08:33:40-07","150.467","173.567","25","watering","D5","4086400","GoldStandard2_water"
"2019-07-25 08:09:44-07","139.2","163.899","25","watering","D6","4086500","GoldStandard2_water"
"2019-07-25 08:10:43-07","147.6","171.798","25","watering","D7","4086600","GoldStandard2_water"
"2019-07-25 08:04:48-07","148.5","173.298","25","watering","E1","4086700","GoldStandard2_water"
"2019-07-25 08:18:32-07","144.2","168.533","25","watering","E2","4086800","GoldStandard2_water"
"2019-07-25 08:35:32-07","141.9","166.5","25","watering","E3","4086900","GoldStandard2_water"
"2019-07-25 08:14:40-07","142.6","166.801","25","watering","E4","4087000","GoldStandard2_water"
"2019-07-25 08:16:35-07","142.2","166.566","25","watering","E5","4087100","GoldStandard2_water"
"2019-07-25 08:32:34-07","146.5","171.032","25","watering","E6","4087200","GoldStandard2_water"
"2019-07-25 08:11:43-07","143.2","168.267","25","watering","E7","4087300","GoldStandard2_water"
"2019-07-25 08:08:44-07","146.033","171.431","25","watering","F1","4087400","GoldStandard2_water"
"2019-07-25 08:25:33-07","142.6","167.233","25","watering","F2","4087500","GoldStandard2_water"
"2019-07-25 08:28:35-07","139.4","164","25","watering","F3","4087600","GoldStandard2_water"
"2019-07-25 08:13:41-07","147.667","172.366","25","watering","F4","4087700","GoldStandard2_water"
"2019-07-25 08:38:28-07","141.233","165.833","25","watering","F5","4087800","GoldStandard2_water"
"2019-07-25 08:19:30-07","139.4","163.7","25","watering","F6","4087900","GoldStandard2_water"
"2019-07-25 08:29:36-07","144.933","168.867","25","watering","F7","4088000","GoldStandard2_water"
"2019-07-28 08:39:12-07","148.5","173.565","25","watering","A1","4136600","GoldStandard2_water"
"2019-07-28 08:12:53-07","151.3","176.5","25","watering","A2","4136700","GoldStandard2_water"
"2019-07-28 08:02:36-07","150","174.399","25","watering","A3","4136800","GoldStandard2_water"
"2019-07-28 08:17:46-07","150.6","175.698","25","watering","A4","4136900","GoldStandard2_water"
"2019-07-28 08:07:47-07","149.533","174.034","25","watering","A5","4137000","GoldStandard2_water"
"2019-07-28 08:26:34-07","152.467","177.001","25","watering","A6","4137100","GoldStandard2_water"
"2019-07-28 08:15:48-07","149.633","174.533","25","watering","A7","4137200","GoldStandard2_water"
"2019-07-28 08:34:13-07","147.3","172.002","25","watering","B1","4137300","GoldStandard2_water"
"2019-07-28 08:05:36-07","151.867","176.8","25","watering","B2","4137400","GoldStandard2_water"
"2019-07-28 08:30:26-07","144.9","169.5","25","watering","B3","4137500","GoldStandard2_water"
"2019-07-28 08:40:13-07","144.367","168.8","25","watering","B4","4137600","GoldStandard2_water"
"2019-07-28 08:06:44-07","155.267","180.368","25","watering","B5","4137700","GoldStandard2_water"
"2019-07-28 08:31:23-07","147.133","172.234","25","watering","B6","4137800","GoldStandard2_water"
"2019-07-28 08:22:41-07","143.4","168.399","25","watering","B7","4137900","GoldStandard2_water"
"2019-07-28 08:20:46-07","143","167.9","25","watering","C1","4138000","GoldStandard2_water"
"2019-07-28 08:27:31-07","153","177.798","25","watering","C2","4138100","GoldStandard2_water"
"2019-07-28 08:00:37-07","150.5","175.535","25","watering","C3","4138200","GoldStandard2_water"
"2019-07-28 08:24:38-07","155.5","180.833","25","watering","C4","4138300","GoldStandard2_water"
"2019-07-28 08:37:11-07","150.4","175.501","25","watering","C5","4138400","GoldStandard2_water"
"2019-07-28 08:03:36-07","151.267","175.601","25","watering","C6","4138500","GoldStandard2_water"
"2019-07-28 08:41:13-07","149.067","174.465","25","watering","C7","4138600","GoldStandard2_water"
"2019-07-28 08:23:41-07","147.7","172.099","25","watering","D1","4138700","GoldStandard2_water"
"2019-07-28 08:36:12-07","151.733","176.333","25","watering","D2","4138800","GoldStandard2_water"
"2019-07-28 08:01:35-07","150.9","175.599","25","watering","D3","4138900","GoldStandard2_water"
"2019-07-28 08:21:45-07","150.9","176.202","25","watering","D4","4139000","GoldStandard2_water"
"2019-07-28 08:33:17-07","155.1","180.099","25","watering","D5","4139100","GoldStandard2_water"
"2019-07-28 08:09:49-07","143.133","167.532","25","watering","D6","4139200","GoldStandard2_water"
"2019-07-28 08:10:51-07","151.333","175.9","25","watering","D7","4139300","GoldStandard2_water"
"2019-07-28 08:04:34-07","155.9","180.5","25","watering","E1","4139400","GoldStandard2_water"
"2019-07-28 08:18:47-07","148.4","172.901","25","watering","E2","4139500","GoldStandard2_water"
"2019-07-28 08:35:14-07","146.133","170.733","25","watering","E3","4139600","GoldStandard2_water"
"2019-07-28 08:14:48-07","147.3","172.698","25","watering","E4","4139700","GoldStandard2_water"
"2019-07-28 08:16:46-07","147.167","171.701","25","watering","E5","4139800","GoldStandard2_water"
"2019-07-28 08:32:21-07","151.7","176.402","25","watering","E6","4139900","GoldStandard2_water"
"2019-07-28 08:11:52-07","149.7","174.468","25","watering","E7","4140000","GoldStandard2_water"
"2019-07-28 08:08:44-07","153.1","178.099","25","watering","F1","4140100","GoldStandard2_water"
"2019-07-28 08:25:35-07","145.567","170.434","25","watering","F2","4140200","GoldStandard2_water"
"2019-07-28 08:28:27-07","144.2","168.868","25","watering","F3","4140300","GoldStandard2_water"
"2019-07-28 08:13:51-07","153.3","178.2","25","watering","F4","4140400","GoldStandard2_water"
"2019-07-28 08:38:13-07","142.9","167.599","25","watering","F5","4140500","GoldStandard2_water"
"2019-07-28 08:19:48-07","139.933","164.233","25","watering","F6","4140600","GoldStandard2_water"
