Date Time UTC;T - Actual [°C];T - Average [°C];RH - Actual [%];RH - Average [%];CO2 - Actual [ppm];CO2 - Average [ppm];PAR - Actual [µmol/m²/s];PAR - Average [µmol/m²/s]
8/5/2019 07:02:06;21.4896214896215;21.4774114774115;38.5836385836386;38.5811965811966;433.455433455433;429.304029304029;-4.85;-4.8158
8/5/2019 07:03:06;21.4896214896215;21.4896214896215;38.4615384615385;38.4761904761905;433.455433455433;428.449328449328;-4.85;-4.85
8/5/2019 07:04:06;21.5262515262515;21.5054945054945;38.4615384615385;38.4664224664225;433.455433455433;429.91452991453;-4.85;-4.4738
8/5/2019 07:05:06;21.5262515262515;21.5274725274725;38.5103785103785;38.5079365079365;434.676434676435;431.746031746032;-4.85;-4.85
8/5/2019 07:06:06;21.5384615384615;21.5323565323565;38.4859584859585;38.4884004884005;429.79242979243;429.181929181929;-4.85;-3.9266
8/5/2019 07:07:06;21.5506715506716;21.5445665445665;38.4859584859585;38.4786324786325;426.129426129426;426.862026862027;-4.85;-4.2686
8/5/2019 07:08:06;21.5262515262515;21.5445665445665;38.4615384615385;38.4639804639805;426.129426129426;428.083028083028;-4.85;-4.85
8/5/2019 07:09:06;21.4652014652015;21.4932844932845;38.4126984126984;38.3809523809524;428.571428571429;429.059829059829;-4.85;-4.8158
8/5/2019 07:10:12;21.4285714285714;21.4481074481074;38.5347985347985;38.4444444444445;433.455433455433;435.897435897436;-4.85;-4.85
8/5/2019 07:11:12;21.4041514041514;21.4151404151404;38.5347985347985;38.5299145299145;434.676434676435;435.286935286935;-4.85;-4.3712
8/5/2019 07:12:12;21.4041514041514;21.4065934065934;38.6080586080586;38.5836385836386;423.687423687424;434.920634920635;-4.85;-4.4396
8/5/2019 07:13:12;21.4285714285714;21.4249084249084;38.5347985347985;38.5982905982906;423.687423687424;425.518925518926;-4.85;-4.7816
8/5/2019 07:14:12;21.4529914529915;21.4505494505494;38.5347985347985;38.5543345543346;417.582417582418;422.466422466422;-4.85;-4.85
8/5/2019 07:15:12;21.4529914529915;21.4493284493284;38.5836385836386;38.5543345543346;422.466422466423;419.78021978022;-4.85;-4.85
8/5/2019 07:16:12;21.4041514041514;21.4212454212454;38.4859584859585;38.5152625152625;423.687423687424;422.832722832723;-4.85;-4.85
8/5/2019 07:17:12;21.4163614163614;21.4114774114774;38.6324786324786;38.6080586080586;429.79242979243;426.739926739927;-4.85;-4.4396
8/5/2019 07:18:12;21.4652014652015;21.4432234432234;38.4615384615385;38.5421245421245;423.687423687424;428.815628815629;-4.85;-4.8158
8/5/2019 07:19:12;21.4896214896215;21.4798534798535;38.3882783882784;38.4493284493285;429.79242979243;425.030525030525;-4.85;-4.5764
8/5/2019 07:20:12;21.5140415140415;21.5091575091575;38.3882783882784;38.3785103785104;432.234432234432;430.40293040293;-4.85;-4.0976
8/5/2019 07:21:12;21.5262515262515;21.5164835164835;38.2661782661783;38.3125763125763;432.234432234432;432.234432234432;-1.088;-3.5162
8/5/2019 07:22:12;21.4896214896215;21.5140415140415;38.2417582417582;38.2588522588523;435.897435897436;434.554334554335;-4.85;-4.85
8/5/2019 07:23:12;21.4774114774115;21.4945054945055;38.1196581196581;38.1929181929182;434.676434676435;433.821733821734;-4.85;-4.85
8/5/2019 07:24:12;21.4652014652015;21.4761904761905;38.1440781440781;38.1440781440781;440.781440781441;435.653235653236;-4.85;-4.85
8/5/2019 07:25:12;21.4529914529915;21.4627594627595;38.1440781440781;38.1465201465201;432.234432234432;433.455433455433;-4.85;-4.85
8/5/2019 07:26:12;21.4529914529915;21.4554334554335;38.2173382173382;38.1929181929182;432.234432234432;432.844932844933;-4.85;-4.85
8/5/2019 07:27:12;21.4285714285714;21.4322344322344;38.1440781440781;38.1807081807082;433.455433455433;430.03663003663;0.964;-4.2686
8/5/2019 07:28:12;21.4163614163614;21.4224664224664;38.1440781440781;38.1367521367521;433.455433455433;432.722832722833;-4.85;-4.0634
8/5/2019 07:29:12;21.4163614163614;21.4114774114774;38.1196581196581;38.0952380952381;432.234432234432;431.990231990232;-4.85;-3.2768
8/5/2019 07:30:12;21.4041514041514;21.4029304029304;38.1196581196581;38.1269841269841;426.129426129426;431.135531135531;-4.166;-3.995
8/5/2019 07:31:12;21.3919413919414;21.3894993894994;38.1440781440781;38.1343101343101;432.234432234432;426.007326007326;-4.85;-4.166
8/5/2019 07:32:12;21.4163614163614;21.4004884004884;38.1196581196581;38.1294261294261;422.466422466423;426.129426129426;-4.85;-4.85
8/5/2019 07:33:12;21.4774114774115;21.4542124542125;38.046398046398;38.0781440781441;427.350427350427;427.838827838828;-4.85;-4.8158
8/5/2019 07:34:12;21.5140415140415;21.4945054945055;37.8998778998779;38.002442002442;427.350427350427;431.501831501831;-0.0619999999999994;-4.2344
8/5/2019 07:35:12;21.5384615384615;21.5299145299145;37.8510378510379;37.8559218559219;422.466422466423;420.51282051282;-4.85;-4.8158
8/5/2019 07:36:12;21.5873015873016;21.5531135531136;37.8754578754579;37.8608058608059;421.245421245421;427.960927960928;-4.85;-4.5422
8/5/2019 07:37:12;21.5750915750916;21.5799755799756;37.8510378510379;37.8510378510379;421.245421245421;421.855921855922;-4.85;-4.85
8/5/2019 07:38:12;21.5384615384615;21.5579975579976;37.8266178266178;37.8363858363858;421.245421245421;424.420024420025;-4.85;-4.6106
8/5/2019 07:39:12;21.5262515262515;21.5286935286935;37.7533577533578;37.7704517704518;432.234432234432;428.571428571429;-4.85;-4.85
8/5/2019 07:40:12;21.5384615384615;21.5299145299145;37.7777777777778;37.7826617826618;420.02442002442;424.786324786325;-4.85;-4.85
8/5/2019 07:41:12;21.5506715506716;21.5470085470085;37.7533577533578;37.7582417582418;429.79242979243;427.228327228327;-4.85;-4.85
8/5/2019 07:42:12;21.5873015873016;21.5750915750916;37.7533577533578;37.7680097680098;433.455433455433;435.775335775336;-4.85;-4.85
8/5/2019 07:43:12;21.5750915750916;21.5787545787546;37.7533577533578;37.7557997557998;429.79242979243;426.007326007326;-0.0619999999999994;-3.1742
8/5/2019 07:44:12;21.5384615384615;21.5421245421245;37.7533577533578;37.7582417582418;427.350427350427;422.222222222222;-4.85;-3.824
8/5/2019 07:45:12;21.5140415140415;21.5115995115995;37.8510378510379;37.8144078144078;426.129426129426;425.396825396825;-4.85;-4.166
8/5/2019 07:46:12;21.4896214896215;21.4945054945055;37.8510378510379;37.8437118437118;433.455433455433;427.594627594628;-4.85;-4.85
8/5/2019 07:47:12;21.4896214896215;21.4822954822955;37.8510378510379;37.8412698412698;434.676434676435;430.525030525031;-4.85;-4.8158
8/5/2019 07:48:12;21.4774114774115;21.4835164835165;37.8510378510379;37.8412698412698;428.571428571429;431.257631257631;-4.85;-4.5764
8/5/2019 07:49:12;21.4896214896215;21.4884004884005;37.8510378510379;37.8510378510379;428.571428571429;426.739926739927;-4.85;-4.508
8/5/2019 07:50:12;21.4896214896215;21.4981684981685;37.8266178266178;37.8461538461538;421.245421245421;425.763125763126;-2.114;-3.8924
8/5/2019 07:51:12;21.5262515262515;21.5103785103785;37.8510378510379;37.8192918192918;428.571428571429;423.687423687424;-4.85;-4.2686
8/5/2019 07:52:12;21.5262515262515;21.5299145299145;37.7533577533578;37.7826617826618;427.350427350427;427.228327228327;-1.088;-3.2768
8/5/2019 07:53:12;21.5384615384615;21.5323565323565;37.7533577533578;37.7509157509158;428.571428571429;427.228327228327;-4.85;-4.679
8/5/2019 07:54:12;21.5384615384615;21.5457875457875;37.7533577533578;37.7557997557998;429.79242979243;429.54822954823;-4.85;-4.85
8/5/2019 07:55:12;21.5140415140415;21.5262515262515;37.7533577533578;37.7582417582418;429.79242979243;431.379731379731;-4.85;-4.85
8/5/2019 07:56:12;21.4652014652015;21.4786324786325;37.7533577533578;37.7484737484737;432.234432234432;431.746031746032;-1.088;-4.4738
8/5/2019 07:57:12;21.4529914529915;21.4493284493284;37.7777777777778;37.7484737484737;421.245421245421;426.984126984127;-4.85;-3.8582
8/5/2019 07:58:12;21.4041514041514;21.4188034188034;37.8266178266178;37.8217338217338;428.571428571429;429.059829059829;-4.85;-3.8582
8/5/2019 07:59:12;21.3919413919414;21.4004884004884;37.8754578754579;37.8437118437118;432.234432234432;432.112332112332;-4.85;-3.4136
8/5/2019 08:00:12;21.4041514041514;21.3992673992674;37.9242979242979;37.9120879120879;423.687423687424;428.937728937729;-4.85;-4.0976
8/5/2019 08:01:12;21.4285714285714;21.4212454212454;37.8266178266178;37.8998778998779;421.245421245421;422.222222222222;-4.85;-4.85
8/5/2019 08:02:12;21.4529914529915;21.4383394383394;37.8510378510379;37.8485958485958;421.245421245421;418.803418803419;-4.85;-4.85
8/5/2019 08:03:12;21.4285714285714;21.4322344322344;37.8510378510379;37.8412698412698;417.582417582418;418.681318681319;-4.85;-4.7132
8/5/2019 08:04:12;21.4041514041514;21.4102564102564;37.8510378510379;37.8315018315018;426.129426129426;423.687423687424;-4.85;-3.8582
8/5/2019 08:05:12;21.4285714285714;21.4078144078144;37.8266178266178;37.8754578754579;435.897435897436;426.617826617827;-4.85;-3.995
8/5/2019 08:06:12;21.4652014652015;21.4481074481074;37.7533577533578;37.7802197802198;438.339438339438;434.676434676435;-4.85;-2.8322
8/5/2019 08:07:12;21.4896214896215;21.4786324786325;37.6556776556777;37.7289377289377;438.339438339438;436.385836385836;-4.85;-4.0634
